                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                0.00056,                0.97167,                      1,                0.28674,             0.00050194,             0.00050194,             0.00050194
                     33,                0.00077,                0.97167,                      1,                0.28674,             0.00049487,             0.00049487,             0.00049487
                     34,                0.00084,                0.97333,                      1,                 0.2866,              0.0004878,              0.0004878,              0.0004878
                     35,                0.00078,                   0.97,                      1,                0.28658,             0.00048074,             0.00048074,             0.00048074
                     36,                0.00065,                0.97167,                      1,                0.28645,             0.00047367,             0.00047367,             0.00047367
                     37,                 0.0006,                0.97167,                      1,                0.28638,              0.0004666,              0.0004666,              0.0004666
                     38,                0.00011,                   0.97,                      1,                0.28598,             0.00045953,             0.00045953,             0.00045953
                     39,                  9e-05,                   0.97,                      1,                0.28575,             0.00045246,             0.00045246,             0.00045246
                     40,                  4e-05,                0.97167,                      1,                0.28553,             0.00044539,             0.00044539,             0.00044539
                     41,                  3e-05,                  0.975,                      1,                0.28545,             0.00043832,             0.00043832,             0.00043832
                     42,                  9e-05,                0.97333,                      1,                0.28558,             0.00043126,             0.00043126,             0.00043126
                     43,                0.00015,                  0.975,                      1,                 0.2846,             0.00042419,             0.00042419,             0.00042419
                     44,                  7e-05,                  0.975,                      1,                0.28467,             0.00041712,             0.00041712,             0.00041712
                     45,                  7e-05,                   0.98,                      1,                0.28355,             0.00041005,             0.00041005,             0.00041005
                     46,                  7e-05,                0.97833,                      1,                0.28342,             0.00040298,             0.00040298,             0.00040298
                     47,                  2e-05,                0.97833,                      1,                0.28336,             0.00039591,             0.00039591,             0.00039591
                     48,                  2e-05,                0.97833,                      1,                0.28338,             0.00038884,             0.00038884,             0.00038884
                     49,                  3e-05,                0.97833,                      1,                0.28341,             0.00038178,             0.00038178,             0.00038178
                     50,                  2e-05,                0.97833,                      1,                0.28343,             0.00037471,             0.00037471,             0.00037471
                     51,                  2e-05,                0.97833,                      1,                0.28348,             0.00036764,             0.00036764,             0.00036764
                     52,                  3e-05,                0.97667,                      1,                0.28358,             0.00036057,             0.00036057,             0.00036057
                     53,                  2e-05,                  0.975,                      1,                0.28403,              0.0003535,              0.0003535,              0.0003535
                     54,                  2e-05,                  0.975,                      1,                0.28416,             0.00034643,             0.00034643,             0.00034643
                     55,                  1e-05,                0.97667,                      1,                0.28379,             0.00033936,             0.00033936,             0.00033936
                     56,                  1e-05,                0.97667,                      1,                 0.2839,              0.0003323,              0.0003323,              0.0003323
                     57,                  1e-05,                0.97667,                      1,                0.28373,             0.00032523,             0.00032523,             0.00032523
                     58,                  1e-05,                0.97667,                      1,                0.28375,             0.00031816,             0.00031816,             0.00031816
                     59,                  3e-05,                0.97667,                      1,                0.28405,             0.00031109,             0.00031109,             0.00031109
                     60,                  1e-05,                0.97667,                      1,                0.28399,             0.00030402,             0.00030402,             0.00030402
                     61,                  2e-05,                0.97667,                      1,                0.28379,             0.00029695,             0.00029695,             0.00029695
                     62,                  1e-05,                0.97667,                      1,                0.28372,             0.00028988,             0.00028988,             0.00028988
                     63,                  1e-05,                0.97667,                      1,                0.28355,             0.00028282,             0.00028282,             0.00028282
                     64,                  2e-05,                0.97667,                      1,                0.28383,             0.00027575,             0.00027575,             0.00027575
                     65,                  1e-05,                0.97667,                      1,                0.28367,             0.00026868,             0.00026868,             0.00026868
                     66,                  1e-05,                0.97667,                      1,                0.28377,             0.00026161,             0.00026161,             0.00026161
                     67,                  1e-05,                0.97667,                      1,                0.28376,             0.00025454,             0.00025454,             0.00025454
                     68,                  2e-05,                0.97667,                      1,                0.28365,             0.00024747,             0.00024747,             0.00024747
                     69,                  2e-05,                0.97667,                      1,                0.28365,              0.0002404,              0.0002404,              0.0002404
                     70,                  6e-05,                0.97667,                      1,                0.28351,             0.00023334,             0.00023334,             0.00023334
                     71,                  1e-05,                  0.975,                      1,                0.28413,             0.00022627,             0.00022627,             0.00022627
                     72,                  1e-05,                0.97667,                      1,                0.28376,              0.0002192,              0.0002192,              0.0002192
                     73,                  1e-05,                  0.975,                      1,                0.28396,             0.00021213,             0.00021213,             0.00021213
                     74,                  1e-05,                0.97667,                      1,                0.28382,             0.00020506,             0.00020506,             0.00020506
                     75,                  1e-05,                  0.975,                      1,                0.28393,             0.00019799,             0.00019799,             0.00019799
                     76,                  1e-05,                  0.975,                      1,                0.28422,             0.00019092,             0.00019092,             0.00019092
                     77,                  1e-05,                  0.975,                      1,                0.28414,             0.00018385,             0.00018385,             0.00018385
                     78,                  3e-05,                  0.975,                      1,                0.28472,             0.00017679,             0.00017679,             0.00017679
                     79,                  2e-05,                  0.975,                      1,                0.28444,             0.00016972,             0.00016972,             0.00016972
                     80,                  1e-05,                  0.975,                      1,                0.28436,             0.00016265,             0.00016265,             0.00016265
                     81,                  1e-05,                  0.975,                      1,                0.28466,             0.00015558,             0.00015558,             0.00015558
                     82,                  1e-05,                  0.975,                      1,                0.28435,             0.00014851,             0.00014851,             0.00014851
                     83,                  1e-05,                  0.975,                      1,                0.28426,             0.00014144,             0.00014144,             0.00014144
                     84,                0.00052,                0.97333,                      1,                 0.2851,             0.00013437,             0.00013437,             0.00013437
                     85,                0.00089,                0.96333,                      1,                0.28839,             0.00012731,             0.00012731,             0.00012731
                     86,                0.00035,                0.97167,                      1,                0.28546,             0.00012024,             0.00012024,             0.00012024
                     87,                  5e-05,                0.97667,                      1,                0.28407,             0.00011317,             0.00011317,             0.00011317
                     88,                  8e-05,                0.97833,                      1,                0.28451,              0.0001061,              0.0001061,              0.0001061
                     89,                0.00018,                0.97833,                      1,                0.28332,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     90,                  3e-05,                0.97833,                      1,                0.28319,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     91,                  4e-05,                0.97833,                      1,                  0.283,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     92,                  2e-05,                0.97833,                      1,                0.28317,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     93,                  2e-05,                0.97833,                      1,                0.28325,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     94,                  2e-05,                   0.98,                      1,                0.28305,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     95,                  2e-05,                0.97833,                      1,                0.28327,              5.662e-05,              5.662e-05,              5.662e-05
                     96,                  2e-05,                0.97833,                      1,                0.28309,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     97,                  2e-05,                0.97833,                      1,                0.28306,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     98,                  3e-05,                0.97833,                      1,                0.28304,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     99,                  2e-05,                0.97833,                      1,                0.28316,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    100,                  2e-05,                0.97833,                      1,                 0.2831,             2.1277e-05,             2.1277e-05,             2.1277e-05
