                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                  2e-05,                0.95667,                      1,                0.29375,             0.00012024,             0.00012024,             0.00012024
                     87,                  1e-05,                0.95667,                      1,                0.29369,             0.00011317,             0.00011317,             0.00011317
                     88,                  1e-05,                0.95667,                      1,                0.29368,              0.0001061,              0.0001061,              0.0001061
                     89,                  2e-05,                0.95667,                      1,                0.29365,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     90,                  1e-05,                0.95667,                      1,                0.29368,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     91,                  1e-05,                0.95667,                      1,                0.29373,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     92,                  1e-05,                0.95667,                      1,                0.29369,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     93,                  1e-05,                0.95667,                      1,                0.29357,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     94,                  1e-05,                0.95667,                      1,                 0.2936,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     95,                  1e-05,                0.95667,                      1,                0.29368,              5.662e-05,              5.662e-05,              5.662e-05
                     96,                  1e-05,                0.95667,                      1,                0.29368,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     97,                  1e-05,                0.95667,                      1,                 0.2936,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     98,                  1e-05,                0.95667,                      1,                0.29369,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     99,                  2e-05,                0.95667,                      1,                0.29355,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    100,                  1e-05,                0.95667,                      1,                0.29358,             2.1277e-05,             2.1277e-05,             2.1277e-05
