                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 0.2014,                  0.835,                      1,                0.39002,             0.00023641,             0.00023641,             0.00023641
                      2,                0.06309,                0.89833,                      1,                0.34573,             0.00046972,             0.00046972,             0.00046972
                      3,                0.05836,                0.83667,                      1,                0.36861,             0.00069831,             0.00069831,             0.00069831
                      4,                0.04545,                0.81333,                      1,                0.36923,             0.00069279,             0.00069279,             0.00069279
                      5,                0.03302,                   0.94,                      1,                 0.3045,             0.00069279,             0.00069279,             0.00069279
                      6,                0.01989,                0.95333,                      1,                0.29648,             0.00068573,             0.00068573,             0.00068573
                      7,                0.01686,                  0.945,                      1,                0.30101,             0.00067866,             0.00067866,             0.00067866
                      8,                0.00864,                  0.955,                      1,                0.29522,             0.00067159,             0.00067159,             0.00067159
                      9,                0.00531,                0.95167,                      1,                0.29758,             0.00066452,             0.00066452,             0.00066452
                     10,                0.00483,                0.95667,                      1,                0.29537,             0.00065745,             0.00065745,             0.00065745
                     11,                0.00502,                0.94667,                      1,                0.29943,             0.00065038,             0.00065038,             0.00065038
                     12,                0.00367,                0.96167,                      1,                 0.2917,             0.00064331,             0.00064331,             0.00064331
                     13,                0.00487,                0.94333,                      1,                0.29873,             0.00063625,             0.00063625,             0.00063625
                     14,                0.01222,                0.94333,                      1,                0.29992,             0.00062918,             0.00062918,             0.00062918
                     15,                0.01171,                0.94333,                      1,                0.30045,             0.00062211,             0.00062211,             0.00062211
                     16,                0.00937,                0.96333,                      1,                0.29201,             0.00061504,             0.00061504,             0.00061504
                     17,                 0.0062,                  0.955,                      1,                0.29351,             0.00060797,             0.00060797,             0.00060797
                     18,                0.00572,                0.93667,                      1,                0.30073,              0.0006009,              0.0006009,              0.0006009
                     19,                0.00896,                0.95167,                      1,                0.29506,             0.00059383,             0.00059383,             0.00059383
                     20,                0.01164,                   0.95,                      1,                0.29513,             0.00058677,             0.00058677,             0.00058677
                     21,                0.00828,                  0.935,                      1,                 0.3039,              0.0005797,              0.0005797,              0.0005797
                     22,                0.00949,                  0.945,                      1,                0.29777,             0.00057263,             0.00057263,             0.00057263
                     23,                0.00193,                0.95333,                      1,                0.29509,             0.00056556,             0.00056556,             0.00056556
                     24,                0.00537,                0.94333,                      1,                0.29913,             0.00055849,             0.00055849,             0.00055849
                     25,                0.00296,                0.95333,                      1,                0.29499,             0.00055142,             0.00055142,             0.00055142
                     26,                0.00193,                0.95333,                      1,                0.29371,             0.00054435,             0.00054435,             0.00054435
                     27,                  0.002,                0.96333,                      1,                0.29096,             0.00053728,             0.00053728,             0.00053728
                     28,                0.00225,                0.95167,                      1,                0.29551,             0.00053022,             0.00053022,             0.00053022
                     29,                0.00172,                0.95333,                      1,                0.29483,             0.00052315,             0.00052315,             0.00052315
                     30,                0.00455,                0.95333,                      1,                0.29559,             0.00051608,             0.00051608,             0.00051608
                     31,                0.00254,                0.94667,                      1,                0.29774,             0.00050901,             0.00050901,             0.00050901
                     32,                0.00082,                0.94667,                      1,                0.29655,             0.00050194,             0.00050194,             0.00050194
                     33,                0.00065,                0.95333,                      1,                0.29519,             0.00049487,             0.00049487,             0.00049487
                     34,                0.00049,                0.94833,                      1,                0.29529,              0.0004878,              0.0004878,              0.0004878
                     35,                0.00063,                0.95167,                      1,                0.29583,             0.00048074,             0.00048074,             0.00048074
                     36,                0.00055,                0.95167,                      1,                0.29598,             0.00047367,             0.00047367,             0.00047367
                     37,                0.00044,                0.95167,                      1,                0.29544,              0.0004666,              0.0004666,              0.0004666
                     38,                0.00033,                0.95167,                      1,                0.29465,             0.00045953,             0.00045953,             0.00045953
                     39,                0.00064,                0.95333,                      1,                0.29439,             0.00045246,             0.00045246,             0.00045246
                     40,                0.00213,                0.95833,                      1,                0.29311,             0.00044539,             0.00044539,             0.00044539
                     41,                  0.001,                0.96167,                      1,                0.29184,             0.00043832,             0.00043832,             0.00043832
                     42,                 0.0011,                0.95833,                      1,                0.29253,             0.00043126,             0.00043126,             0.00043126
                     43,                0.00527,                0.94667,                      1,                0.29824,             0.00042419,             0.00042419,             0.00042419
                     44,                0.00733,                0.94667,                      1,                0.29792,             0.00041712,             0.00041712,             0.00041712
                     45,                0.00384,                0.95333,                      1,                0.29486,             0.00041005,             0.00041005,             0.00041005
                     46,                0.00281,                0.95667,                      1,                0.29352,             0.00040298,             0.00040298,             0.00040298
                     47,                0.00332,                0.95667,                      1,                0.29428,             0.00039591,             0.00039591,             0.00039591
                     48,                0.00135,                0.94667,                      1,                0.29809,             0.00038884,             0.00038884,             0.00038884
                     49,                0.00059,                   0.95,                      1,                0.29587,             0.00038178,             0.00038178,             0.00038178
                     50,                 0.0005,                   0.95,                      1,                 0.2956,             0.00037471,             0.00037471,             0.00037471
                     51,                0.00039,                0.95167,                      1,                0.29504,             0.00036764,             0.00036764,             0.00036764
                     52,                0.00071,                0.94167,                      1,                0.29947,             0.00036057,             0.00036057,             0.00036057
                     53,                0.00065,                  0.955,                      1,                0.29462,              0.0003535,              0.0003535,              0.0003535
                     54,                0.00086,                0.95667,                      1,                0.29363,             0.00034643,             0.00034643,             0.00034643
                     55,                0.00055,                0.95667,                      1,                0.29322,             0.00033936,             0.00033936,             0.00033936
                     56,                0.00049,                0.95667,                      1,                0.29312,              0.0003323,              0.0003323,              0.0003323
                     57,                0.00048,                0.95667,                      1,                0.29316,             0.00032523,             0.00032523,             0.00032523
                     58,                 0.0004,                0.95167,                      1,                0.29522,             0.00031816,             0.00031816,             0.00031816
                     59,                0.00032,                0.95167,                      1,                0.29465,             0.00031109,             0.00031109,             0.00031109
                     60,                0.00029,                0.95167,                      1,                0.29438,             0.00030402,             0.00030402,             0.00030402
                     61,                0.00028,                0.95167,                      1,                0.29423,             0.00029695,             0.00029695,             0.00029695
                     62,                0.00027,                0.95333,                      1,                0.29397,             0.00028988,             0.00028988,             0.00028988
                     63,                0.00023,                0.95333,                      1,                0.29385,             0.00028282,             0.00028282,             0.00028282
                     64,                0.00055,                0.95167,                      1,                0.29586,             0.00027575,             0.00027575,             0.00027575
                     65,                0.00024,                   0.95,                      1,                0.29508,             0.00026868,             0.00026868,             0.00026868
                     66,                0.00021,                0.95333,                      1,                0.29488,             0.00026161,             0.00026161,             0.00026161
                     67,                0.00019,                0.95333,                      1,                0.29457,             0.00025454,             0.00025454,             0.00025454
                     68,                0.00024,                0.95667,                      1,                0.29335,             0.00024747,             0.00024747,             0.00024747
                     69,                0.00041,                0.95333,                      1,                0.29502,              0.0002404,              0.0002404,              0.0002404
                     70,                  4e-05,                0.95667,                      1,                0.29442,             0.00023334,             0.00023334,             0.00023334
                     71,                  5e-05,                0.95667,                      1,                0.29436,             0.00022627,             0.00022627,             0.00022627
                     72,                  5e-05,                0.95667,                      1,                0.29406,              0.0002192,              0.0002192,              0.0002192
                     73,                  4e-05,                0.95667,                      1,                0.29393,             0.00021213,             0.00021213,             0.00021213
                     74,                  3e-05,                0.95667,                      1,                0.29373,             0.00020506,             0.00020506,             0.00020506
                     75,                  4e-05,                0.95667,                      1,                0.29373,             0.00019799,             0.00019799,             0.00019799
                     76,                  3e-05,                0.95667,                      1,                0.29364,             0.00019092,             0.00019092,             0.00019092
                     77,                  2e-05,                  0.955,                      1,                0.29366,             0.00018385,             0.00018385,             0.00018385
                     78,                  2e-05,                0.95667,                      1,                0.29377,             0.00017679,             0.00017679,             0.00017679
                     79,                  2e-05,                  0.955,                      1,                0.29365,             0.00016972,             0.00016972,             0.00016972
                     80,                  2e-05,                  0.955,                      1,                 0.2936,             0.00016265,             0.00016265,             0.00016265
                     81,                  2e-05,                  0.955,                      1,                0.29377,             0.00015558,             0.00015558,             0.00015558
                     82,                  1e-05,                0.95667,                      1,                0.29377,             0.00014851,             0.00014851,             0.00014851
                     83,                  2e-05,                  0.955,                      1,                0.29373,             0.00014144,             0.00014144,             0.00014144
                     84,                  2e-05,                  0.955,                      1,                0.29353,             0.00013437,             0.00013437,             0.00013437
                     85,                  2e-05,                0.95667,                      1,                0.29373,             0.00012731,             0.00012731,             0.00012731
