                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 1.2519,                0.86603,                0.81482,                0.75957,                0.84349,                0.86317,                0.58781,                  1.078,                0.81169,                0.83755,             0.00053728,             0.00053728,             0.00053728
                     28,                 1.2055,                0.85514,                0.80955,                0.78293,                  0.826,                0.85836,                 0.5917,                 1.1016,                0.83153,                0.83925,             0.00053022,             0.00053022,             0.00053022
                     29,                 1.1727,                0.82942,                0.81057,                0.75465,                  0.839,                0.85127,                0.57502,                 1.1055,                0.82426,                 0.8408,             0.00052315,             0.00052315,             0.00052315
                     30,                 1.1935,                0.82391,                 0.8133,                 0.7493,                0.84882,                0.85362,                0.59943,                 1.0569,                0.82301,                0.83695,             0.00051608,             0.00051608,             0.00051608
                     31,                 1.1706,                0.80503,                 0.8117,                0.75723,                0.85152,                 0.8628,                0.59792,                 1.0428,                0.79635,                0.83726,             0.00050901,             0.00050901,             0.00050901
                     32,                 1.1728,                0.82489,                0.81079,                0.74246,                  0.845,                0.85764,                0.59968,                 1.0414,                0.81969,                0.83467,             0.00050194,             0.00050194,             0.00050194
                     33,                 1.2009,                0.84051,                0.81292,                0.77991,                 0.8221,                0.86065,                0.60667,                  1.044,                0.79983,                0.83699,             0.00049487,             0.00049487,             0.00049487
                     34,                 1.1527,                0.80729,                0.80791,                0.73241,                0.85123,                0.86068,                0.60684,                 1.0217,                0.80117,                0.83625,              0.0004878,              0.0004878,              0.0004878
                     35,                  1.142,                0.80071,                0.81027,                0.77605,                  0.804,                0.85675,                0.60334,                  1.039,                0.81443,                  0.835,             0.00048074,             0.00048074,             0.00048074
                     36,                 1.1722,                  0.798,                0.80836,                 0.7391,                  0.855,                0.86477,                0.60622,                 1.0594,                0.79462,                0.83741,             0.00047367,             0.00047367,             0.00047367
                     37,                 1.1368,                0.79488,                0.80403,                0.73666,                  0.876,                0.87137,                0.62146,                0.99209,                0.78107,                0.83435,              0.0004666,              0.0004666,              0.0004666
                     38,                 1.1497,                0.79684,                0.80958,                0.81367,                0.81658,                0.88029,                0.62094,                 1.0187,                0.76939,                0.83475,             0.00045953,             0.00045953,             0.00045953
                     39,                  1.145,                0.76618,                0.81117,                0.75662,                0.85802,                0.87046,                0.62147,                0.98228,                0.77771,                0.83486,             0.00045246,             0.00045246,             0.00045246
                     40,                 1.1034,                0.75682,                0.80285,                0.78562,                  0.832,                0.87925,                0.61481,                 1.0242,                0.77707,                0.83421,             0.00044539,             0.00044539,             0.00044539
                     41,                 1.1107,                 0.7851,                0.80721,                0.76756,                   0.84,                0.86335,                0.62026,                 0.9761,                0.76251,                0.83345,             0.00043832,             0.00043832,             0.00043832
                     42,                 1.1212,                0.75294,                0.80831,                0.80633,                  0.831,                0.87935,                0.61261,                 1.0267,                0.78136,                0.83605,             0.00043126,             0.00043126,             0.00043126
                     43,                 1.1055,                0.76194,                0.80675,                0.80226,                   0.83,                0.87561,                0.62641,                 1.0079,                0.77025,                0.83389,             0.00042419,             0.00042419,             0.00042419
                     44,                 1.0748,                0.73579,                0.80085,                0.77084,                  0.826,                 0.8699,                 0.6195,                0.97845,                0.76099,                0.83469,             0.00041712,             0.00041712,             0.00041712
                     45,                 1.0771,                0.74132,                0.80314,                0.77166,                0.85835,                0.87303,                0.61492,                 1.0205,                0.78043,                0.83374,             0.00041005,             0.00041005,             0.00041005
                     46,                 1.0718,                0.71184,                0.80584,                0.77022,                  0.865,                0.87599,                0.62579,                0.98337,                  0.753,                0.83339,             0.00040298,             0.00040298,             0.00040298
                     47,                 1.0744,                 0.7165,                0.80424,                 0.7725,                  0.843,                0.87619,                 0.6271,                 0.9891,                 0.7522,                0.83366,             0.00039591,             0.00039591,             0.00039591
                     48,                 1.0546,                0.71173,                0.79951,                0.80889,                  0.812,                0.86535,                0.62672,                0.97386,                0.76055,                0.83427,             0.00038884,             0.00038884,             0.00038884
                     49,                 1.0404,                0.70751,                0.80133,                0.79081,                0.80521,                0.86519,                0.62348,                0.98185,                0.77227,                0.83453,             0.00038178,             0.00038178,             0.00038178
                     50,                 1.0447,                  0.709,                0.80465,                0.79482,                  0.826,                0.87536,                0.63131,                0.99117,                 0.7437,                0.83438,             0.00037471,             0.00037471,             0.00037471
                     51,                 1.0508,                    0.7,                0.79848,                0.79683,                  0.838,                0.88015,                 0.6349,                0.97659,                0.73655,                0.83307,             0.00036764,             0.00036764,             0.00036764
                     52,                 1.0424,                0.68893,                0.80078,                0.79763,                  0.845,                0.88499,                0.63466,                0.98391,                0.73593,                0.83303,             0.00036057,             0.00036057,             0.00036057
                     53,                 1.0331,                0.69018,                0.79795,                0.78929,                  0.863,                0.88628,                0.64095,                0.95414,                0.73243,                0.83097,              0.0003535,              0.0003535,              0.0003535
                     54,                 1.0379,                 0.6975,                0.80116,                0.76422,                  0.863,                0.88762,                0.64058,                0.96358,                0.73812,                0.83085,             0.00034643,             0.00034643,             0.00034643
                     55,                 1.0308,                0.69041,                0.79248,                0.79552,                 0.8637,                0.89341,                0.64827,                0.95961,                0.71996,                0.83153,             0.00033936,             0.00033936,             0.00033936
                     56,                 1.0322,                0.65339,                0.79747,                0.76988,                0.86316,                 0.8784,                 0.6383,                0.96845,                0.76411,                0.83306,              0.0003323,              0.0003323,              0.0003323
                     57,                 1.0287,                0.68269,                0.79564,                0.80226,                0.83169,                0.88443,                0.63836,                0.96783,                0.74496,                0.83326,             0.00032523,             0.00032523,             0.00032523
                     58,                 1.0149,                0.66445,                0.79942,                0.81259,                  0.823,                0.88376,                0.64912,                0.94537,                0.72797,                 0.8314,             0.00031816,             0.00031816,             0.00031816
                     59,                 1.0065,                0.64487,                0.80077,                  0.803,                  0.855,                0.89805,                0.65428,                0.93069,                0.70719,                 0.8305,             0.00031109,             0.00031109,             0.00031109
                     60,                 1.0012,                0.64353,                0.79706,                0.81634,                0.84452,                0.89462,                0.65489,                0.94828,                 0.7021,                0.83264,             0.00030402,             0.00030402,             0.00030402
                     61,                 1.0077,                0.64751,                0.79668,                0.81496,                0.85004,                0.89221,                0.64828,                0.94166,                0.70026,                0.83119,             0.00029695,             0.00029695,             0.00029695
                     62,                 1.0054,                0.63925,                 0.7927,                0.82703,                  0.842,                0.89624,                0.65456,                0.93828,                0.70963,                 0.8312,             0.00028988,             0.00028988,             0.00028988
                     63,                 0.9732,                0.62762,                0.79446,                0.83615,                 0.8522,                0.89082,                0.65209,                0.94342,                0.70673,                0.83101,             0.00028282,             0.00028282,             0.00028282
                     64,                0.99276,                0.62602,                0.79711,                0.81074,                0.85672,                0.88849,                0.65061,                0.93088,                0.70439,                0.83038,             0.00027575,             0.00027575,             0.00027575
                     65,                0.97113,                0.60994,                0.79407,                0.83896,                0.83876,                0.90082,                0.66449,                0.91835,                0.69719,                0.82946,             0.00026868,             0.00026868,             0.00026868
                     66,                0.96546,                0.60881,                0.79866,                0.81675,                   0.88,                0.90231,                 0.6581,                0.94449,                0.69468,                0.83098,             0.00026161,             0.00026161,             0.00026161
                     67,                0.97053,                0.59463,                 0.7991,                0.84375,                0.84239,                0.90306,                0.66983,                0.92815,                0.69335,                0.82983,             0.00025454,             0.00025454,             0.00025454
                     68,                 0.9507,                0.58899,                0.79426,                0.84437,                  0.849,                0.90417,                0.66304,                0.92709,                0.68223,                0.83154,             0.00024747,             0.00024747,             0.00024747
                     69,                0.93933,                0.58758,                0.78762,                0.85979,                0.85851,                0.90786,                0.67745,                0.91593,                 0.6642,                0.83016,              0.0002404,              0.0002404,              0.0002404
                     70,                0.92611,                0.57009,                 0.7954,                0.85471,                0.86479,                0.91223,                  0.674,                0.94629,                0.66334,                0.83193,             0.00023334,             0.00023334,             0.00023334
                     71,                0.95393,                0.58715,                0.78927,                0.82567,                0.88094,                0.90905,                0.67646,                0.91616,                0.67583,                0.83055,             0.00022627,             0.00022627,             0.00022627
                     72,                0.92183,                0.57206,                0.78802,                0.84893,                0.88786,                0.91658,                0.67906,                0.91636,                 0.6521,                 0.8304,              0.0002192,              0.0002192,              0.0002192
                     73,                0.93521,                0.56479,                0.79141,                0.86789,                  0.854,                0.91397,                0.68663,                0.90734,                0.66243,                0.82983,             0.00021213,             0.00021213,             0.00021213
                     74,                 0.9355,                0.56722,                 0.7913,                0.84209,                 0.8586,                0.91323,                 0.6786,                 0.9277,                0.67944,                 0.8302,             0.00020506,             0.00020506,             0.00020506
                     75,                0.89729,                0.53853,                0.79172,                0.87878,                  0.848,                0.91176,                0.68083,                0.91623,                0.66517,                0.82997,             0.00019799,             0.00019799,             0.00019799
                     76,                0.90229,                 0.5459,                0.78597,                0.85322,                  0.876,                0.91098,                0.67948,                0.91743,                0.66331,                0.82876,             0.00019092,             0.00019092,             0.00019092
                     77,                0.89356,                0.53784,                0.78835,                0.86297,                0.88169,                0.91159,                0.68373,                0.92391,                0.65526,                0.82943,             0.00018385,             0.00018385,             0.00018385
                     78,                0.89228,                 0.5315,                0.78868,                0.87081,                  0.858,                 0.9091,                 0.6804,                0.91494,                0.65965,                 0.8296,             0.00017679,             0.00017679,             0.00017679
                     79,                0.91798,                0.53742,                 0.7893,                0.87356,                  0.868,                0.91704,                0.68107,                0.92026,                0.64842,                 0.8297,             0.00016972,             0.00016972,             0.00016972
                     80,                0.88531,                0.51712,                0.78773,                 0.8604,                  0.878,                0.91449,                0.68153,                0.91406,                0.65062,                0.82996,             0.00016265,             0.00016265,             0.00016265
                     81,                 0.8909,                0.52881,                0.78617,                0.86996,                   0.86,                0.91365,                 0.6805,                0.91804,                0.66385,                0.82945,             0.00015558,             0.00015558,             0.00015558
                     82,                0.86671,                0.50267,                0.78869,                0.87085,                0.88333,                 0.9198,                0.69081,                 0.9103,                 0.6399,                0.82927,             0.00014851,             0.00014851,             0.00014851
                     83,                0.87759,                0.49829,                0.78795,                 0.8764,                0.87213,                 0.9135,                0.69138,                0.90997,                0.65246,                0.82926,             0.00014144,             0.00014144,             0.00014144
                     84,                0.86462,                0.48511,                0.78961,                0.87668,                  0.876,                0.91784,                0.69062,                0.91332,                0.64154,                0.83038,             0.00013437,             0.00013437,             0.00013437
                     85,                0.86479,                0.49799,                0.78991,                0.86637,                  0.883,                0.91756,                0.69316,                0.90049,                0.63936,                0.82956,             0.00012731,             0.00012731,             0.00012731
                     86,                0.86296,                0.49382,                0.78415,                0.86201,                0.87457,                 0.9155,                0.69344,                0.89974,                0.65919,                0.82891,             0.00012024,             0.00012024,             0.00012024
                     87,                 0.8475,                0.47869,                0.78554,                 0.8629,                  0.883,                0.90944,                0.68504,                0.91513,                0.65491,                0.83087,             0.00011317,             0.00011317,             0.00011317
                     88,                0.85195,                0.47345,                0.78295,                0.86425,                  0.882,                0.91199,                0.68711,                0.90809,                  0.652,                0.82961,              0.0001061,              0.0001061,              0.0001061
                     89,                0.83812,                0.46591,                0.78643,                0.87908,                  0.877,                0.91609,                0.69156,                0.90532,                0.63649,                0.83003,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     90,                0.84335,                 0.4796,                 0.7844,                0.88895,                0.87258,                 0.9164,                0.69104,                  0.901,                0.63704,                0.83028,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     91,                0.78869,                 0.4575,                0.78256,                0.88286,                  0.867,                0.91682,                0.68321,                0.91977,                0.65239,                0.83079,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     92,                0.79238,                0.44615,                0.78468,                 0.8851,                  0.865,                0.91119,                0.68331,                0.91587,                0.66104,                0.83142,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     93,                0.79058,                0.44912,                0.78437,                0.89413,                  0.861,                0.91192,                0.68485,                0.91365,                 0.6557,                0.83063,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     94,                0.78721,                 0.4408,                0.78277,                0.89027,                0.86004,                0.90884,                0.68432,                0.91522,                0.65904,                0.83035,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     95,                0.77786,                0.43095,                0.78231,                0.89019,                0.87556,                 0.9126,                0.68937,                0.90431,                0.66029,                0.82949,              5.662e-05,              5.662e-05,              5.662e-05
                     96,                0.76992,                0.43436,                0.78041,                0.88904,                  0.878,                0.90785,                0.68579,                 0.9142,                0.66087,                0.83055,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     97,                0.76373,                0.41741,                0.78621,                0.89163,                0.87209,                0.90844,                0.68317,                0.92028,                  0.662,                0.83132,             4.2483e-05,             4.2483e-05,             4.2483e-05
