ball_loss,event_loss
0.11527463793754578,0.09446082729846239
0.11955976486206055,0.09750701106526034
0.11989551782608032,0.10079159039650423
0.12448900192975998,0.10734390198001532
0.12936466932296753,0.11012422293424606
0.1296566128730774,0.10940073529399515
0.1346784085035324,0.1054947579653478
0.135231614112854,0.10040407931253757
0.14022722840309143,0.09506669687107205
0.11720390617847443,0.09547790046781301
0.11085791885852814,0.5391238965957992
0.10518296808004379,0.8074365420557255
0.1010795533657074,0.7482734279222267
0.09730039536952972,0.248936316173058
0.09501603245735168,0.18522437812563125
0.09352303296327591,0.23588479490706943
0.09365519881248474,0.35922322276280905
0.0952286347746849,0.36086944561611745
0.09918134659528732,0.10217989515513182
0.0993259847164154,0.23037228552051606
0.09757280349731445,0.1067963723181593
0.09788113832473755,0.10353089188083685
0.09750653803348541,0.11574045661836863
0.09754624217748642,0.11950332432906204
0.09782622754573822,0.11197647028013401
0.09836272895336151,0.10334078986520215
0.10018445551395416,0.09500300791114569
0.12533284723758698,0.06300021801143885
0.11873184144496918,0.4852726929967007
0.11370255053043365,0.6199620380899737
0.11200457811355591,0.4295294447673085
0.10436978936195374,0.24336391962424386
0.10109460353851318,0.14458131455875278
0.09965315461158752,0.23081137925223408
0.09818360209465027,0.3545683099199375
0.09731508791446686,0.26203119649289874
0.09797683358192444,0.0347207635641098
0.09757280349731445,0.10731738379427144
0.09788113832473755,0.17848897007765632
0.09658434242010117,0.11257306246650754
0.09662404656410217,0.1091161840595305
0.0967651754617691,0.11358875149996704
0.09814251959323883,0.10795156002146396
0.09980018436908722,0.10149704783632346
0.10193052887916565,0.09512364119291306
0.13369399309158325,0.14703920253668912
0.134664386510849,0.307857537072427
0.13518191874027252,0.22716117332447477
0.1361059546470642,0.1537394952736661
0.1371801495552063,0.23477167361124884
0.13366520404815674,0.34943811786220913
0.13383546471595764,0.4198701485159796
0.13358718156814575,0.403661631852947
0.1286458522081375,0.03743178956210613
0.11524045467376709,0.09517434053122997
0.1195131242275238,0.10076022796329184
0.12448900192975998,0.10390193032485526
0.12504540383815765,0.11070915767265757
0.1302552968263626,0.11098079988732934
0.1354539394378662,0.10937548071727374
0.14079919457435608,0.10578992629103393
0.14152656495571136,0.10108563517636793
0.14718285202980042,0.0953365252353251
0.13471899926662445,0.07588855130597949
0.12869752943515778,0.4314500295783004
0.12311239540576935,0.5273293014074681
0.11820179224014282,0.3797438609125947
0.11367574334144592,0.22661234116822015
0.10840053856372833,0.14969993871073067
0.10763457417488098,0.22821249216093387
0.10159851610660553,0.34522130377049853
0.10015036165714264,0.41814375267131254
0.10054940730333328,0.03450951725244522
0.10042370855808258,0.10178123806678663
0.09875670075416565,0.10787062803767514
0.09956768900156021,0.1189420821519137
0.09983210265636444,0.118708077352494
0.10217548161745071,0.1120016731431765
0.10470016300678253,0.1076746103982993
0.10616854578256607,0.10086959823348532
0.10903026163578033,0.0953314215876162
0.13077667355537415,0.13817623269278556
0.1331479549407959,0.3037468102975166
0.1352292150259018,0.22794637343201576
0.13737554848194122,0.1358930980279099
0.13814210891723633,0.12968798474503274
0.1385686695575714,0.23379406184358162
0.13860876858234406,0.3098204958689136
0.13358718156814575,0.33698633202451633
0.13336274027824402,0.041537928860634565
0.11539936065673828,0.09520931448787451
0.11560967564582825,0.10032137420182424
0.12475347518920898,0.10533287376017048
0.12535032629966736,0.10405009108004855
0.1305147111415863,0.10299405036494136
0.135698139667511,0.10342219418250187
0.1411723494529724,0.10160907811265266
0.14679794013500214,0.09787384189203724
0.14759622514247894,0.09501533582806587
0.1469927579164505,0.09946401324123144
0.14619827270507812,0.26052211927077307
0.14020009338855743,0.2614215963551034
0.1342696100473404,0.2572798588871271
0.13293498754501343,0.12346488321054494
0.12800566852092743,0.13940105127305724
0.12636320292949677,0.2276426718722592
0.12505051493644714,0.2915376920170042
0.12191654741764069,0.12261635396862403
0.10202863812446594,0.09445106610655785
0.10073001682758331,0.09993668962871788
0.10196849703788757,0.10322131648598508
0.10162097960710526,0.11057003987078236
0.10217548161745071,0.10934424586594105
0.10431258380413055,0.10972817780844465
0.10471721738576889,0.10551898290274335
0.1073448657989502,0.10014976406241509
0.10951083153486252,0.09484537690877914
0.12565727531909943,0.45628076144566876
0.12150739133358002,0.36489167751654283
0.12286887317895889,0.2268771556876618
0.1238989382982254,0.20354289196710987
0.11990244686603546,0.27674875874072313
0.12014041841030121,0.5068617837791265
0.11983635276556015,0.6517522262300328
0.1154201477766037,0.36003573871490036
0.11503084003925323,0.03580971388146281
0.11149413883686066,0.09464735304936767
0.11556044220924377,0.09778013326447352
0.11552928388118744,0.10490056158571913
0.11955124884843826,0.1054647121595649
0.12382692098617554,0.10323838796466589
0.1284542828798294,0.10431483858872233
0.13316544890403748,0.10551839925626205
0.13814906775951385,0.10018569790209736
0.13859039545059204,0.09513002168387175
0.10379000008106232,0.047270588809624314
0.10383765399456024,0.09492447542735027
0.10224656760692596,0.10665913927051039
0.10218872129917145,0.11153574865617474
0.10434079170227051,0.10949128400534391
0.10681349784135818,0.10841222324866107
0.10788033902645111,0.10552595016245753
0.11087608337402344,0.10123115577605149
0.11354511231184006,0.095165457110852
0.13393262028694153,0.1783526246144902
0.1352420151233673,0.3219124899786877
0.13598865270614624,0.22678276054681387
0.13747194409370422,0.15992195770649587
0.13356183469295502,0.3061906920047477
0.1338014453649521,0.3703181785690935
0.13382017612457275,0.47972808105177195
0.12887029349803925,0.48067531048569656
0.1286458522081375,0.045758103020489216
0.11138851940631866,0.09502830263227224
0.11539936065673828,0.0996611116404938
0.11970670521259308,0.10225417952353935
0.12448900192975998,0.10384157141243638
0.1296566128730774,0.1036792085506022
0.13497218489646912,0.10256483711166305
0.14022722840309143,0.10084283096189628
0.14079919457435608,0.09831177282600909
0.14609654247760773,0.09465201757848263
0.13543322682380676,0.06866438593715429
0.1292843520641327,0.42434763349606053
0.1184498593211174,0.6337278312415325
0.1138405054807663,0.5780353275956618
0.10786673426628113,0.3237928322341759
0.10453733056783676,0.19304176534062856
0.10173162817955017,0.23492057247185635
0.09759293496608734,0.3014780448588772
0.09700461477041245,0.37170664354744076
0.09918134659528732,0.10047301463782787
0.09761396050453186,0.10542385898598589
0.0960567370057106,0.10800062260274115
0.09499730169773102,0.1139414647934672
0.09471656382083893,0.10563392052426934
0.09558121860027313,0.10667940947071608
0.09682545065879822,0.10610312661947179
0.09550906717777252,0.09943439798212042
0.09837841987609863,0.0640335213392973
0.11615504324436188,0.09454744355753064
0.11660739779472351,0.10043053136952462
0.1209525614976883,0.10535049066833307
0.12590351700782776,0.10911510520584328
0.12612584233283997,0.11002209316939116
0.13098125159740448,0.10742296399721123
0.13130901753902435,0.10615977552233895
0.13675327599048615,0.10188537537252862
0.1371004432439804,0.09504617238417268
0.09783045947551727,0.04190401919186115
0.09796451032161713,0.13150145711504696
0.09775640070438385,0.17041017901448927
0.0969339907169342,0.1032063497261802
0.09662286192178726,0.10985476011410356
0.0966348871588707,0.11579735757293289
0.09648361802101135,0.11742177481282759
0.09683267772197723,0.10575746738304886
0.09813140332698822,0.09625514782965183
0.13037416338920593,0.288927058900299
0.1298537254333496,0.290824458155064
0.13160037994384766,0.2514147341779708
0.12839126586914062,0.2528014940945039
0.1288449466228485,0.3676396979135461
0.12908455729484558,0.4174061687216861
0.12910328805446625,0.576972700049239
0.12415149807929993,0.41608999247464806
0.12403465807437897,0.03992587234824896
0.11497962474822998,0.09523898782208562
0.11512996256351471,0.1002502625101484
0.11915378272533417,0.10316540171442017
0.12379856407642365,0.1106244148289447
0.12873025238513947,0.11114607006311417
0.13408155739307404,0.10842634320034902
0.1346784085035324,0.10716801698814207
0.14000490307807922,0.10152384294005831
0.1404714435338974,0.09536327654495835
0.13239985704421997,0.06197505444288254
0.13085128366947174,0.35087283014319026
0.12640658020973206,0.30652715455983626
0.1220352053642273,0.21023993231419502
0.11817500740289688,0.11346938524729921
0.11507238447666168,0.1714623499625826
0.1123163104057312,0.230078749984698
0.10995569825172424,0.25506983262511534
0.10741480439901352,0.11839085206156597
0.09887079894542694,0.05394254485145211
0.09882032871246338,0.09861453166133738
0.09798620641231537,0.1112974713558656
0.09950938820838928,0.10627012243280748
0.10051481425762177,0.10713667888194323
0.10298751294612885,0.10797364203753493
0.10471721738576889,0.10648292929959209
0.10763181746006012,0.1009398302238301
0.10966207832098007,0.09509933181107044
0.1271621435880661,0.20848393617779948
0.1295093595981598,0.2933591032342672
0.13005481660366058,0.2268242202529132
0.13137328624725342,0.15774610959631102
0.12838593125343323,0.21948565446655266
0.1288449466228485,0.36855365522791506
0.12907849252223969,0.38594395696527733
0.12450738251209259,0.36011166500617886
0.1242590844631195,0.03590907342731953
0.11546996980905533,0.09487418923527002
0.11551068723201752,0.09874145532656306
0.1196182370185852,0.10503920932264683
0.12398821115493774,0.10705264360141577
0.1285034418106079,0.10775647079572082
0.13315501809120178,0.10590806164876551
0.13316866755485535,0.10548217933616585
0.13792794942855835,0.09999170210566391
0.13801006972789764,0.09499644255265594
0.13393661379814148,0.07359795551747084
0.12758849561214447,0.4312042690516316
