                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     70,                  3e-05,                0.96833,                      1,                0.09075,             0.00023334,             0.00023334,             0.00023334
                     71,                  2e-05,                0.96833,                      1,                0.09078,             0.00022627,             0.00022627,             0.00022627
                     72,                  1e-05,                0.96833,                      1,                0.09077,              0.0002192,              0.0002192,              0.0002192
                     73,                  1e-05,                0.96833,                      1,                0.09077,             0.00021213,             0.00021213,             0.00021213
                     74,                  2e-05,                0.96833,                      1,                0.09077,             0.00020506,             0.00020506,             0.00020506
                     75,                0.00016,                0.96833,                      1,                 0.0908,             0.00019799,             0.00019799,             0.00019799
                     76,                  2e-05,                0.96833,                      1,                 0.0908,             0.00019092,             0.00019092,             0.00019092
                     77,                  2e-05,                0.96833,                      1,                0.09078,             0.00018385,             0.00018385,             0.00018385
                     78,                  1e-05,                0.96833,                      1,                0.09079,             0.00017679,             0.00017679,             0.00017679
                     79,                  1e-05,                0.96833,                      1,                0.09074,             0.00016972,             0.00016972,             0.00016972
                     80,                  2e-05,                0.96833,                      1,                0.09072,             0.00016265,             0.00016265,             0.00016265
                     81,                  1e-05,                0.96833,                      1,                0.09079,             0.00015558,             0.00015558,             0.00015558
                     82,                  1e-05,                0.96833,                      1,                0.09073,             0.00014851,             0.00014851,             0.00014851
                     83,                  1e-05,                0.96833,                      1,                0.09075,             0.00014144,             0.00014144,             0.00014144
                     84,                  1e-05,                0.96833,                      1,                0.09081,             0.00013437,             0.00013437,             0.00013437
