                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.20176,                0.87833,                      1,                0.36051,             0.00023641,             0.00023641,             0.00023641
                      2,                 0.0736,                0.92667,                      1,                0.32317,             0.00046972,             0.00046972,             0.00046972
                      3,                0.05212,                0.93833,                      1,                0.32009,             0.00069831,             0.00069831,             0.00069831
                      4,                0.03264,                0.94167,                      1,                0.30984,             0.00069279,             0.00069279,             0.00069279
                      5,                0.03213,                0.93167,                      1,                0.30515,             0.00069279,             0.00069279,             0.00069279
                      6,                0.01998,                0.95833,                      1,                 0.2959,             0.00068573,             0.00068573,             0.00068573
                      7,                 0.0179,                  0.955,                      1,                0.29828,             0.00067866,             0.00067866,             0.00067866
                      8,                0.01042,                0.94833,                      1,                0.29603,             0.00067159,             0.00067159,             0.00067159
                      9,                0.00784,                0.96667,                      1,                0.28888,             0.00066452,             0.00066452,             0.00066452
                     10,                0.00502,                0.95667,                      1,                 0.2911,             0.00065745,             0.00065745,             0.00065745
                     11,                0.00946,                0.95167,                      1,                0.29916,             0.00065038,             0.00065038,             0.00065038
                     12,                0.01368,                0.95167,                      1,                0.29465,             0.00064331,             0.00064331,             0.00064331
                     13,                0.00843,                0.96833,                      1,                0.28991,             0.00063625,             0.00063625,             0.00063625
                     14,                0.00758,                   0.97,                      1,                0.28956,             0.00062918,             0.00062918,             0.00062918
                     15,                0.00843,                0.95667,                      1,                0.29365,             0.00062211,             0.00062211,             0.00062211
                     16,                0.01429,                   0.95,                      1,                0.29714,             0.00061504,             0.00061504,             0.00061504
                     17,                0.00619,                   0.96,                      1,                0.29202,             0.00060797,             0.00060797,             0.00060797
                     18,                0.00413,                0.97333,                      1,                0.28605,              0.0006009,              0.0006009,              0.0006009
                     19,                0.00401,                0.95833,                      1,                0.29303,             0.00059383,             0.00059383,             0.00059383
                     20,                0.00676,                0.95333,                      1,                0.29583,             0.00058677,             0.00058677,             0.00058677
                     21,                0.00234,                0.95333,                      1,                0.29405,              0.0005797,              0.0005797,              0.0005797
                     22,                0.00286,                   0.96,                      1,                 0.2928,             0.00057263,             0.00057263,             0.00057263
                     23,                0.00212,                0.96167,                      1,                0.28974,             0.00056556,             0.00056556,             0.00056556
                     24,                0.00239,                0.96833,                      1,                0.28898,             0.00055849,             0.00055849,             0.00055849
                     25,                0.00136,                0.96333,                      1,                0.28938,             0.00055142,             0.00055142,             0.00055142
                     26,                0.00156,                   0.96,                      1,                0.29089,             0.00054435,             0.00054435,             0.00054435
                     27,                0.00124,                0.96167,                      1,                0.29052,             0.00053728,             0.00053728,             0.00053728
                     28,                0.00088,                0.96167,                      1,                0.29016,             0.00053022,             0.00053022,             0.00053022
                     29,                0.00089,                  0.965,                      1,                0.29035,             0.00052315,             0.00052315,             0.00052315
                     30,                0.00072,                  0.965,                      1,                0.29006,             0.00051608,             0.00051608,             0.00051608
                     31,                0.00063,                0.96167,                      1,                   0.29,             0.00050901,             0.00050901,             0.00050901
                     32,                0.00064,                0.96167,                      1,                0.28978,             0.00050194,             0.00050194,             0.00050194
                     33,                0.00061,                0.96333,                      1,                0.28986,             0.00049487,             0.00049487,             0.00049487
                     34,                0.00073,                  0.965,                      1,                 0.2896,              0.0004878,              0.0004878,              0.0004878
                     35,                0.00052,                  0.965,                      1,                0.29003,             0.00048074,             0.00048074,             0.00048074
                     36,                0.00046,                0.96333,                      1,                0.29021,             0.00047367,             0.00047367,             0.00047367
                     37,                0.00096,                0.96333,                      1,                0.29066,              0.0004666,              0.0004666,              0.0004666
                     38,                0.00055,                   0.96,                      1,                0.29158,             0.00045953,             0.00045953,             0.00045953
                     39,                0.00043,                0.96167,                      1,                0.29148,             0.00045246,             0.00045246,             0.00045246
                     40,                0.00072,                0.96167,                      1,                0.29093,             0.00044539,             0.00044539,             0.00044539
                     41,                 0.0003,                  0.965,                      1,                0.28992,             0.00043832,             0.00043832,             0.00043832
                     42,                0.00023,                0.96333,                      1,                0.29024,             0.00043126,             0.00043126,             0.00043126
                     43,                 0.0002,                0.96333,                      1,                   0.29,             0.00042419,             0.00042419,             0.00042419
                     44,                0.00015,                  0.965,                      1,                 0.2899,             0.00041712,             0.00041712,             0.00041712
                     45,                0.00012,                  0.965,                      1,                0.29022,             0.00041005,             0.00041005,             0.00041005
                     46,                0.00011,                  0.965,                      1,                0.28976,             0.00040298,             0.00040298,             0.00040298
                     47,                  5e-05,                  0.965,                      1,                0.29018,             0.00039591,             0.00039591,             0.00039591
                     48,                  6e-05,                  0.965,                      1,                0.28983,             0.00038884,             0.00038884,             0.00038884
                     49,                  4e-05,                  0.965,                      1,                0.28974,             0.00038178,             0.00038178,             0.00038178
                     50,                  4e-05,                  0.965,                      1,                0.28973,             0.00037471,             0.00037471,             0.00037471
                     51,                  3e-05,                0.96333,                      1,                0.28964,             0.00036764,             0.00036764,             0.00036764
                     52,                  3e-05,                0.96333,                      1,                0.29001,             0.00036057,             0.00036057,             0.00036057
