                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 1.4447,                0.78585,                0.82344,                0.92334,                0.89135,                0.94661,                0.59853,                 1.2424,                0.68071,                0.79649,               0.008218,               0.008218,               0.008218
                     21,                 1.4303,                 0.7691,                0.82267,                0.90808,                 0.8945,                0.94572,                0.60542,                 1.2237,                0.67338,                0.79542,               0.008119,               0.008119,               0.008119
                     22,                  1.398,                0.75577,                0.82452,                0.92723,                0.91101,                 0.9544,                0.60225,                 1.2288,                0.66399,                 0.7961,                0.00802,                0.00802,                0.00802
                     23,                  1.399,                0.74574,                 0.8218,                0.91296,                 0.8915,                0.94478,                0.61437,                 1.2167,                0.67435,                0.79595,               0.007921,               0.007921,               0.007921
                     24,                 1.3817,                0.73167,                0.81924,                0.93997,                0.91607,                0.96019,                0.62405,                 1.2103,                0.62293,                0.79413,               0.007822,               0.007822,               0.007822
                     25,                 1.3782,                0.72834,                0.81895,                0.91795,                0.91181,                0.95079,                0.61418,                 1.2405,                0.65219,                0.79662,               0.007723,               0.007723,               0.007723
                     26,                 1.3866,                0.74609,                0.82244,                0.94398,                0.91843,                0.96334,                0.63235,                 1.1907,                0.60734,                0.79417,               0.007624,               0.007624,               0.007624
                     27,                 1.3629,                0.72033,                0.81759,                0.94171,                  0.922,                0.96144,                0.63748,                 1.1656,                0.60355,                0.79086,               0.007525,               0.007525,               0.007525
                     28,                 1.3433,                0.71833,                0.81769,                0.93726,                0.91132,                0.95645,                0.63363,                 1.1651,                0.63338,                0.79237,               0.007426,               0.007426,               0.007426
                     29,                 1.3326,                 0.6854,                0.81411,                0.93812,                0.93233,                0.96679,                0.63069,                   1.21,                0.59671,                0.79169,               0.007327,               0.007327,               0.007327
                     30,                 1.3559,                0.69809,                0.81811,                0.94658,                0.93028,                0.96792,                0.64429,                 1.1594,                0.59475,                0.78983,               0.007228,               0.007228,               0.007228
                     31,                 1.3326,                0.68276,                0.81828,                0.93728,                  0.924,                0.96385,                0.64608,                 1.1506,                 0.5906,                0.78996,               0.007129,               0.007129,               0.007129
                     32,                 1.3351,                0.70438,                0.81333,                0.94938,                 0.9225,                0.96791,                0.64761,                 1.1274,                0.57179,                0.78822,                0.00703,                0.00703,                0.00703
                     33,                 1.3229,                0.69325,                0.81246,                0.94335,                0.93251,                0.96602,                0.64606,                 1.1348,                0.57578,                0.78811,               0.006931,               0.006931,               0.006931
                     34,                 1.3218,                0.67867,                0.81474,                0.95713,                0.92645,                0.97116,                0.65124,                 1.1309,                0.58137,                0.78849,               0.006832,               0.006832,               0.006832
                     35,                 1.2759,                0.67334,                 0.8112,                0.95492,                0.93197,                0.96953,                0.65364,                 1.1274,                0.56203,                0.78613,               0.006733,               0.006733,               0.006733
                     36,                 1.2861,                0.67976,                0.81917,                0.95589,                0.93192,                0.96838,                0.65954,                 1.1195,                 0.5731,                0.78672,               0.006634,               0.006634,               0.006634
                     37,                 1.2796,                0.65368,                0.81345,                 0.9608,                0.93137,                0.97095,                0.66068,                 1.0992,                0.56907,                0.78772,               0.006535,               0.006535,               0.006535
                     38,                 1.2841,                0.65181,                0.81676,                 0.9523,                0.93825,                0.97199,                0.66007,                 1.1123,                0.56303,                0.78712,               0.006436,               0.006436,               0.006436
                     39,                 1.2701,                0.64267,                0.81628,                0.95046,                0.93052,                0.97047,                0.65733,                 1.1242,                0.56902,                0.78741,               0.006337,               0.006337,               0.006337
                     40,                 1.2534,                0.64043,                0.80802,                0.95962,                0.92687,                0.97172,                0.66646,                 1.1029,                0.55918,                0.78434,               0.006238,               0.006238,               0.006238
                     41,                 1.2516,                0.64079,                0.80963,                0.95373,                   0.93,                0.97142,                0.66734,                 1.0997,                0.54899,                0.78505,               0.006139,               0.006139,               0.006139
                     42,                  1.247,                0.62622,                0.80911,                0.96346,                  0.937,                0.97264,                0.67629,                 1.0722,                0.53587,                 0.7829,                0.00604,                0.00604,                0.00604
                     43,                 1.2554,                0.63123,                0.80654,                 0.9584,                  0.934,                0.97147,                0.66973,                 1.0912,                 0.5532,                0.78411,               0.005941,               0.005941,               0.005941
                     44,                 1.2471,                0.61921,                0.81297,                0.95731,                  0.939,                0.97103,                0.67296,                 1.0801,                0.55927,                0.78318,               0.005842,               0.005842,               0.005842
                     45,                 1.2267,                0.62708,                0.80624,                0.95751,                 0.9355,                0.97206,                 0.6712,                 1.0935,                0.53863,                0.78427,               0.005743,               0.005743,               0.005743
                     46,                 1.2194,                0.61235,                0.80845,                0.95616,                  0.938,                0.97352,                0.67963,                  1.084,                 0.5343,                0.78351,               0.005644,               0.005644,               0.005644
                     47,                 1.2319,                0.59859,                0.80969,                0.96594,                 0.9405,                0.97472,                0.67357,                 1.0763,                0.54063,                0.78294,               0.005545,               0.005545,               0.005545
                     48,                 1.2285,                0.62341,                0.80672,                0.95798,                0.93462,                0.97303,                0.67959,                 1.0745,                0.54527,                0.78354,               0.005446,               0.005446,               0.005446
                     49,                 1.2093,                0.60055,                0.81152,                 0.9621,                0.93922,                0.97459,                 0.6825,                 1.0659,                0.53323,                0.78103,               0.005347,               0.005347,               0.005347
                     50,                 1.2148,                0.60148,                0.80799,                0.96403,                0.93812,                 0.9741,                0.68303,                 1.0473,                0.52037,                0.77981,               0.005248,               0.005248,               0.005248
                     51,                 1.1972,                0.59007,                0.80788,                0.96966,                  0.943,                0.97364,                0.67892,                 1.0705,                0.53263,                0.78164,               0.005149,               0.005149,               0.005149
                     52,                 1.2111,                0.60396,                0.81027,                0.97042,                 0.9505,                0.97795,                0.68094,                 1.0748,                0.52384,                0.78142,                0.00505,                0.00505,                0.00505
                     53,                 1.1963,                0.59963,                0.80616,                0.96476,                  0.943,                0.97775,                0.68972,                 1.0535,                 0.5181,                0.78118,               0.004951,               0.004951,               0.004951
                     54,                 1.1865,                0.59042,                0.80459,                0.96381,                0.94555,                0.97644,                0.69245,                  1.037,                0.51384,                0.78032,               0.004852,               0.004852,               0.004852
                     55,                  1.188,                0.58663,                0.80527,                0.97325,                 0.9465,                 0.9786,                0.68932,                 1.0534,                0.51114,                 0.7799,               0.004753,               0.004753,               0.004753
                     56,                 1.1659,                0.57476,                0.80292,                0.96755,                0.95424,                 0.9811,                0.69283,                 1.0389,                0.50403,                0.77945,               0.004654,               0.004654,               0.004654
                     57,                 1.1788,                0.57565,                0.80578,                0.96965,                 0.9475,                0.97833,                0.68709,                 1.0461,                0.51198,                0.77925,               0.004555,               0.004555,               0.004555
                     58,                 1.1687,                0.57028,                0.80469,                 0.9673,                0.94658,                0.97893,                0.69018,                 1.0382,                0.50705,                0.77993,               0.004456,               0.004456,               0.004456
                     59,                 1.1482,                0.56085,                 0.8019,                0.96747,                 0.9495,                0.97933,                0.69666,                 1.0248,                0.49831,                0.77809,               0.004357,               0.004357,               0.004357
                     60,                 1.1435,                0.55645,                0.80211,                0.96287,                 0.9525,                0.98038,                0.69767,                 1.0294,                0.49552,                0.77875,               0.004258,               0.004258,               0.004258
                     61,                 1.1416,                0.55837,                0.80399,                0.97061,                 0.9485,                0.98065,                0.69775,                 1.0291,                0.49862,                0.77799,               0.004159,               0.004159,               0.004159
                     62,                 1.1368,                 0.5456,                0.80015,                0.96505,                0.95273,                0.97997,                0.70017,                 1.0217,                0.49793,                0.77727,                0.00406,                0.00406,                0.00406
                     63,                 1.1331,                0.54624,                0.80514,                0.96724,                   0.95,                0.98143,                0.69801,                 1.0274,                0.50133,                0.77805,               0.003961,               0.003961,               0.003961
                     64,                 1.1191,                0.53916,                0.79723,                 0.9716,                  0.953,                0.98155,                0.69953,                 1.0196,                0.49418,                0.77691,               0.003862,               0.003862,               0.003862
                     65,                 1.1464,                 0.5529,                0.80456,                0.97225,                  0.955,                0.98206,                0.70126,                 1.0119,                 0.4943,                0.77653,               0.003763,               0.003763,               0.003763
                     66,                  1.111,                0.55042,                0.79724,                0.97011,                0.95751,                0.98312,                 0.7015,                 1.0098,                0.48888,                0.77591,               0.003664,               0.003664,               0.003664
                     67,                  1.109,                0.54315,                 0.7972,                0.97577,                  0.951,                0.98314,                0.70435,                 1.0132,                0.48538,                0.77612,               0.003565,               0.003565,               0.003565
                     68,                 1.0974,                0.52483,                0.79842,                0.97385,                 0.9505,                0.98196,                0.70094,                 1.0102,                0.48739,                0.77664,               0.003466,               0.003466,               0.003466
                     69,                 1.0985,                0.53361,                0.79945,                0.97331,                 0.9481,                0.98079,                0.70365,                 1.0123,                0.49834,                0.77692,               0.003367,               0.003367,               0.003367
                     70,                   1.09,                0.52253,                0.79878,                0.97153,                0.95543,                0.98161,                0.70602,                 1.0115,                0.49003,                 0.7767,               0.003268,               0.003268,               0.003268
                     71,                 1.0975,                0.52673,                0.80158,                 0.9734,                0.95146,                0.98235,                0.70718,                 1.0086,                0.49226,                0.77612,               0.003169,               0.003169,               0.003169
                     72,                  1.081,                0.52392,                0.79681,                0.97186,                  0.949,                0.98137,                0.70615,                 1.0125,                0.49117,                0.77621,                0.00307,                0.00307,                0.00307
                     73,                 1.1014,                0.52946,                0.79724,                0.96772,                  0.955,                0.98294,                0.70872,                 1.0091,                0.47935,                0.77553,               0.002971,               0.002971,               0.002971
                     74,                 1.0814,                0.51101,                0.79878,                0.97054,                  0.954,                0.98256,                0.70898,                 1.0051,                 0.4752,                0.77525,               0.002872,               0.002872,               0.002872
                     75,                 1.0617,                 0.5162,                0.79693,                0.97223,                 0.9565,                0.98418,                0.71376,                0.99591,                0.47341,                0.77451,               0.002773,               0.002773,               0.002773
                     76,                 1.0725,                0.50518,                    0.8,                0.97198,                0.95394,                 0.9833,                0.71148,                0.99566,                0.47847,                0.77439,               0.002674,               0.002674,               0.002674
                     77,                 1.0466,                0.48462,                0.79885,                0.97465,                  0.955,                0.98464,                0.71287,                0.99383,                0.47911,                0.77465,               0.002575,               0.002575,               0.002575
                     78,                 1.0389,                0.50217,                0.79743,                0.97493,                0.95266,                0.98392,                 0.7133,                0.99086,                0.47822,                0.77405,               0.002476,               0.002476,               0.002476
                     79,                 1.0358,                0.49296,                  0.793,                0.96944,                  0.956,                 0.9828,                0.71357,                0.98965,                0.47611,                0.77419,               0.002377,               0.002377,               0.002377
                     80,                 1.0313,                0.49037,                0.79356,                0.97521,                 0.9495,                0.98275,                0.71571,                0.98462,                0.47136,                0.77409,               0.002278,               0.002278,               0.002278
                     81,                 1.0302,                0.48122,                0.79652,                0.97605,                  0.954,                0.98316,                0.71418,                0.98736,                0.47136,                0.77379,               0.002179,               0.002179,               0.002179
                     82,                 1.0348,                0.48775,                 0.7973,                0.97555,                 0.9515,                0.98349,                0.71643,                0.98649,                0.47043,                0.77368,                0.00208,                0.00208,                0.00208
                     83,                 1.0223,                0.47934,                0.79654,                 0.9676,                 0.9556,                0.98281,                0.71591,                0.98562,                0.47141,                0.77361,               0.001981,               0.001981,               0.001981
                     84,                 1.0086,                0.47885,                0.79344,                0.97341,                0.95168,                0.98252,                0.71692,                0.98588,                0.47437,                0.77335,               0.001882,               0.001882,               0.001882
                     85,                 1.0112,                0.47235,                0.79387,                0.96903,                0.95446,                0.98256,                0.71853,                0.98915,                0.47435,                0.77329,               0.001783,               0.001783,               0.001783
                     86,                 1.0009,                0.47055,                 0.7939,                0.97066,                  0.954,                0.98283,                0.71873,                0.98573,                0.47045,                0.77326,               0.001684,               0.001684,               0.001684
                     87,                0.98658,                0.46839,                 0.7941,                0.97247,                0.95382,                0.98232,                0.71814,                0.98298,                0.47097,                0.77319,               0.001585,               0.001585,               0.001585
                     88,                0.99445,                0.46523,                0.79237,                0.97093,                 0.9535,                0.98196,                0.71865,                0.98555,                0.47322,                0.77325,               0.001486,               0.001486,               0.001486
                     89,                0.98691,                0.46604,                0.78937,                0.97101,                0.95465,                0.98225,                0.71801,                 0.9822,                0.46754,                 0.7728,               0.001387,               0.001387,               0.001387
                     90,                0.97359,                0.44956,                0.79317,                0.96813,                0.95681,                0.98271,                0.71993,                0.97956,                0.46556,                0.77266,               0.001288,               0.001288,               0.001288
                     91,                0.96018,                 0.4402,                0.79099,                0.97276,                 0.9555,                0.98298,                0.72139,                0.98129,                0.46476,                0.77256,               0.001189,               0.001189,               0.001189
                     92,                0.94517,                0.43311,                0.79401,                0.97303,                  0.955,                0.98341,                0.71997,                 0.9806,                0.46556,                0.77247,                0.00109,                0.00109,                0.00109
                     93,                0.92225,                0.41964,                0.79781,                0.97184,                 0.9555,                0.98327,                0.72044,                0.98296,                0.46661,                0.77263,               0.000991,               0.000991,               0.000991
                     94,                0.90778,                0.42855,                0.79012,                0.97055,                  0.955,                0.98344,                0.71949,                0.98326,                0.46248,                0.77261,               0.000892,               0.000892,               0.000892
                     95,                0.89993,                0.41474,                0.79104,                0.97112,                  0.954,                0.98368,                0.71942,                0.98443,                0.45996,                0.77292,               0.000793,               0.000793,               0.000793
                     96,                0.88836,                0.42212,                0.79109,                0.97098,                0.95351,                0.98355,                0.72031,                0.98442,                0.46112,                0.77291,               0.000694,               0.000694,               0.000694
                     97,                0.90075,                0.40584,                0.79298,                0.97489,                  0.951,                0.98359,                0.72076,                0.98512,                0.46142,                 0.7728,               0.000595,               0.000595,               0.000595
                     98,                 0.8898,                0.40419,                 0.7899,                0.97204,                0.95614,                0.98348,                0.72045,                0.98938,                0.46308,                0.77282,               0.000496,               0.000496,               0.000496
                     99,                0.87409,                0.40413,                0.78434,                0.97143,                 0.9565,                0.98328,                0.71996,                0.99107,                 0.4638,                0.77291,               0.000397,               0.000397,               0.000397
                    100,                0.88558,                0.39954,                 0.7889,                 0.9774,                0.95137,                0.98348,                0.72022,                0.99061,                0.46482,                0.77293,               0.000298,               0.000298,               0.000298
