                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.4554,                 1.0654,                0.83299,                0.63135,                  0.845,                0.74743,                 0.4674,                 1.3193,                 1.0298,                0.84578,             0.00065038,             0.00065038,             0.00065038
                     12,                 1.4404,                 1.0451,                0.83338,                0.64959,                  0.818,                0.75422,                0.47113,                  1.301,                 1.0232,                0.84384,             0.00064331,             0.00064331,             0.00064331
                     13,                 1.4431,                  1.044,                0.83087,                0.66965,                  0.782,                0.76399,                  0.466,                 1.3588,                 1.0188,                0.84944,             0.00063625,             0.00063625,             0.00063625
                     14,                 1.3886,                 1.0133,                0.82968,                0.71484,                0.78465,                0.78884,                0.50918,                 1.2495,                0.95351,                0.84315,             0.00062918,             0.00062918,             0.00062918
                     15,                 1.3765,                0.98768,                0.82837,                0.70726,                0.80454,                0.78699,                0.50523,                 1.2278,                  0.968,                0.84116,             0.00062211,             0.00062211,             0.00062211
                     16,                 1.3391,                0.96153,                0.82553,                0.70203,                  0.774,                0.78711,                0.50813,                 1.2045,                0.95858,                0.83835,             0.00061504,             0.00061504,             0.00061504
                     17,                 1.3302,                0.95994,                0.82562,                0.67537,                  0.843,                0.79859,                0.51089,                 1.2303,                0.93896,                0.84124,             0.00060797,             0.00060797,             0.00060797
                     18,                 1.3114,                0.94109,                0.82387,                0.70382,                0.81982,                0.81743,                0.52129,                 1.2206,                0.90699,                0.84156,              0.0006009,              0.0006009,              0.0006009
                     19,                  1.299,                0.91995,                0.81884,                0.74204,                  0.816,                0.82856,                 0.5376,                 1.1889,                0.89828,                0.83671,             0.00059383,             0.00059383,             0.00059383
                     20,                 1.3115,                0.93866,                0.82526,                0.74151,                  0.809,                0.81906,                0.52211,                 1.2169,                0.91389,                0.84085,             0.00058677,             0.00058677,             0.00058677
                     21,                 1.2715,                0.92274,                0.81549,                0.73836,                  0.825,                 0.8246,                0.53501,                 1.2155,                0.91664,                0.83476,              0.0005797,              0.0005797,              0.0005797
                     22,                 1.2806,                0.91132,                 0.8194,                0.76346,                  0.813,                0.83618,                0.55611,                 1.1356,                0.86299,                0.83545,             0.00057263,             0.00057263,             0.00057263
                     23,                 1.2437,                0.89116,                0.81996,                0.74604,                0.84017,                0.83462,                0.54322,                 1.1634,                0.90346,                0.83588,             0.00056556,             0.00056556,             0.00056556
                     24,                 1.2502,                0.89968,                0.81927,                0.73821,                0.83467,                0.82532,                0.54475,                 1.1506,                0.88835,                0.83461,             0.00055849,             0.00055849,             0.00055849
                     25,                  1.247,                0.88586,                0.81655,                0.76856,                  0.828,                0.84935,                0.55257,                 1.1889,                 0.8667,                 0.8379,             0.00055142,             0.00055142,             0.00055142
                     26,                  1.252,                0.88934,                0.81716,                0.72846,                  0.842,                0.84385,                0.55491,                 1.1522,                0.87177,                0.83542,             0.00054435,             0.00054435,             0.00054435
                     27,                 1.2243,                0.85996,                0.81412,                0.74319,                  0.846,                0.84794,                0.57463,                 1.0885,                0.84352,                0.83147,             0.00053728,             0.00053728,             0.00053728
                     28,                 1.2116,                0.85789,                0.81266,                0.78166,                    0.8,                0.85671,                0.55825,                 1.1745,                0.86113,                0.83601,             0.00053022,             0.00053022,             0.00053022
                     29,                 1.1827,                 0.8367,                0.81253,                0.74909,                  0.853,                0.85565,                 0.5825,                 1.0755,                0.81569,                0.82858,             0.00052315,             0.00052315,             0.00052315
                     30,                 1.2133,                0.85291,                0.81371,                0.75094,                   0.85,                0.84976,                 0.5781,                 1.0907,                0.82528,                0.83208,             0.00051608,             0.00051608,             0.00051608
                     31,                 1.1672,                0.82409,                0.81096,                0.71843,                  0.852,                0.83735,                0.56815,                 1.1053,                0.83989,                0.83338,             0.00050901,             0.00050901,             0.00050901
                     32,                 1.1747,                0.82125,                0.81251,                0.75681,                0.84959,                0.85284,                0.58408,                 1.0965,                0.81766,                0.83244,             0.00050194,             0.00050194,             0.00050194
                     33,                 1.1601,                0.82534,                0.80916,                0.75412,                0.86492,                0.86641,                0.58653,                 1.0778,                0.81422,                0.83041,             0.00049487,             0.00049487,             0.00049487
                     34,                 1.1663,                0.82046,                0.81143,                0.76913,                  0.834,                0.84984,                0.58665,                 1.0617,                0.81061,                0.83076,              0.0004878,              0.0004878,              0.0004878
                     35,                 1.1523,                 0.7955,                0.80509,                0.79898,                  0.835,                 0.8546,                0.58205,                 1.0904,                0.81245,                 0.8318,             0.00048074,             0.00048074,             0.00048074
                     36,                 1.1502,                0.78664,                0.80752,                0.77511,                  0.832,                0.86142,                0.59235,                 1.0708,                0.79583,                0.83136,             0.00047367,             0.00047367,             0.00047367
                     37,                 1.1186,                0.76744,                0.81096,                0.76281,                  0.868,                0.86518,                0.59496,                  1.049,                0.78741,                0.82986,              0.0004666,              0.0004666,              0.0004666
                     38,                 1.1423,                0.78466,                0.81243,                0.77316,                0.85552,                0.86126,                 0.5961,                 1.0608,                0.78062,                 0.8304,             0.00045953,             0.00045953,             0.00045953
                     39,                 1.1117,                 0.7679,                0.80341,                 0.7828,                  0.854,                0.87261,                0.59881,                 1.0926,                0.77653,                0.83291,             0.00045246,             0.00045246,             0.00045246
                     40,                 1.1303,                0.75548,                0.80925,                0.79076,                0.85034,                 0.8717,                0.60219,                 1.0526,                0.77187,                0.82879,             0.00044539,             0.00044539,             0.00044539
                     41,                 1.1128,                0.74712,                0.80832,                0.78054,                0.85002,                0.86475,                0.60189,                 1.0465,                 0.7841,                0.83008,             0.00043832,             0.00043832,             0.00043832
                     42,                 1.0938,                0.75978,                0.80503,                0.80786,                0.85354,                0.87236,                0.60637,                 1.0478,                0.76199,                   0.83,             0.00043126,             0.00043126,             0.00043126
                     43,                 1.0935,                0.74066,                0.80668,                0.74083,                0.88612,                0.86596,                0.59901,                 1.0459,                0.78806,                0.82754,             0.00042419,             0.00042419,             0.00042419
                     44,                 1.0956,                 0.7527,                 0.8014,                0.74818,                  0.871,                0.86948,                0.60604,                 1.0421,                0.77172,                0.83015,             0.00041712,             0.00041712,             0.00041712
                     45,                 1.0851,                0.73994,                 0.8077,                0.76017,                  0.887,                0.87685,                0.60534,                 1.0351,                 0.7799,                0.82869,             0.00041005,             0.00041005,             0.00041005
                     46,                 1.0608,                0.72746,                0.80257,                0.78212,                  0.852,                0.87528,                0.61499,                 1.0266,                0.76029,                 0.8269,             0.00040298,             0.00040298,             0.00040298
                     47,                 1.0617,                0.72781,                0.80278,                0.82068,                  0.845,                0.88699,                0.61641,                 1.0344,                0.74201,                0.82803,             0.00039591,             0.00039591,             0.00039591
                     48,                 1.0571,                0.73029,                0.80097,                0.75325,                0.85172,                0.85698,                0.58959,                 1.0633,                 0.7896,                0.82942,             0.00038884,             0.00038884,             0.00038884
                     49,                 1.0515,                0.70566,                0.79723,                0.78925,                0.85009,                 0.8728,                0.61083,                  1.044,                0.76586,                0.82748,             0.00038178,             0.00038178,             0.00038178
                     50,                 1.0412,                0.71478,                0.79775,                0.80095,                  0.849,                0.87921,                0.61511,                  1.027,                0.75178,                0.82802,             0.00037471,             0.00037471,             0.00037471
                     51,                 1.0417,                0.70081,                0.79769,                0.77089,                0.85126,                0.86953,                0.61193,                  1.014,                0.75927,                0.82809,             0.00036764,             0.00036764,             0.00036764
                     52,                 1.0302,                0.68953,                0.79813,                0.78456,                0.85941,                0.87495,                0.60946,                 1.0317,                0.76109,                0.82961,             0.00036057,             0.00036057,             0.00036057
                     53,                 1.0428,                 0.7058,                0.79985,                0.79999,                0.83597,                0.87742,                0.61383,                 1.0274,                0.76773,                0.82753,              0.0003535,              0.0003535,              0.0003535
                     54,                 1.0117,                 0.6758,                  0.801,                0.79079,                  0.856,                0.87438,                0.61371,                 1.0102,                0.74967,                0.82698,             0.00034643,             0.00034643,             0.00034643
                     55,                  1.005,                0.66919,                0.79692,                0.79592,                0.86192,                0.88449,                0.62066,                 1.0165,                 0.7425,                0.82646,             0.00033936,             0.00033936,             0.00033936
                     56,                 1.0254,                0.68753,                0.80042,                0.80678,                  0.834,                0.87926,                0.62553,                0.99984,                0.74375,                0.82639,              0.0003323,              0.0003323,              0.0003323
                     57,                 1.0051,                0.68043,                0.79944,                0.78995,                  0.881,                0.88926,                 0.6331,                0.99474,                0.72475,                0.82583,             0.00032523,             0.00032523,             0.00032523
                     58,                 1.0255,                0.67518,                0.79897,                0.80878,                  0.848,                0.88838,                0.62799,                 1.0041,                0.73401,                0.82803,             0.00031816,             0.00031816,             0.00031816
                     59,                 1.0005,                0.64692,                  0.795,                0.76683,                  0.877,                0.88525,                0.62585,                 1.0055,                0.73931,                0.82755,             0.00031109,             0.00031109,             0.00031109
                     60,                  0.984,                0.65641,                0.79697,                0.80849,                0.84855,                0.88194,                0.62397,                0.99927,                0.73885,                0.82652,             0.00030402,             0.00030402,             0.00030402
                     61,                0.97354,                0.64881,                0.79217,                 0.7978,                0.86012,                0.88232,                0.62493,                0.99394,                0.74499,                0.82666,             0.00029695,             0.00029695,             0.00029695
                     62,                 1.0015,                0.66559,                0.79832,                0.81809,                  0.847,                0.87853,                 0.6204,                0.99697,                0.74424,                0.82674,             0.00028988,             0.00028988,             0.00028988
                     63,                0.97376,                0.64376,                0.79504,                0.82607,                  0.851,                0.88869,                0.63269,                 1.0071,                 0.7214,                0.82679,             0.00028282,             0.00028282,             0.00028282
                     64,                0.97418,                0.63732,                0.79182,                0.81217,                   0.84,                0.88191,                0.62672,                 1.0158,                0.74494,                 0.8275,             0.00027575,             0.00027575,             0.00027575
                     65,                 0.9509,                0.61146,                0.79256,                0.81299,                  0.849,                0.88585,                0.63383,                0.98386,                0.72409,                0.82617,             0.00026868,             0.00026868,             0.00026868
                     66,                 0.9834,                0.64213,                0.79561,                0.80743,                  0.853,                0.87806,                0.62878,                 1.0031,                0.73072,                0.82606,             0.00026161,             0.00026161,             0.00026161
                     67,                0.96518,                0.62773,                0.79312,                0.83082,                  0.844,                0.88966,                0.64327,                0.96589,                0.70554,                 0.8242,             0.00025454,             0.00025454,             0.00025454
                     68,                0.95192,                0.61199,                  0.795,                0.80674,                  0.851,                  0.881,                0.63288,                0.97669,                0.72387,                0.82537,             0.00024747,             0.00024747,             0.00024747
                     69,                0.94133,                0.60318,                0.79255,                0.82027,                0.85801,                0.88579,                0.64002,                0.97875,                0.73338,                0.82546,              0.0002404,              0.0002404,              0.0002404
                     70,                0.92741,                0.59751,                0.79418,                0.81944,                  0.854,                0.89343,                0.63177,                0.99184,                0.73705,                0.82555,             0.00023334,             0.00023334,             0.00023334
                     71,                0.93637,                0.60119,                0.79505,                0.80497,                  0.871,                  0.887,                0.63757,                0.98914,                0.72872,                0.82458,             0.00022627,             0.00022627,             0.00022627
                     72,                0.93092,                0.59536,                0.78777,                0.81433,                0.85961,                0.89333,                0.64438,                0.97809,                0.71927,                0.82456,              0.0002192,              0.0002192,              0.0002192
                     73,                0.91715,                0.59616,                0.79282,                0.84669,                  0.833,                0.89028,                0.63902,                0.98803,                0.72762,                0.82582,             0.00021213,             0.00021213,             0.00021213
                     74,                0.90814,                0.57608,                 0.7938,                0.79491,                   0.88,                0.89043,                0.63694,                0.97881,                0.71979,                0.82553,             0.00020506,             0.00020506,             0.00020506
                     75,                0.90591,                0.59467,                0.78747,                0.81841,                0.85629,                0.88329,                0.63354,                0.97025,                0.72743,                 0.8255,             0.00019799,             0.00019799,             0.00019799
                     76,                0.88978,                0.57185,                0.79213,                0.83044,                  0.849,                0.89425,                0.64344,                0.98254,                0.73255,                0.82566,             0.00019092,             0.00019092,             0.00019092
                     77,                0.89065,                0.56775,                0.78972,                0.81381,                  0.854,                0.88837,                0.63436,                0.98806,                0.72554,                0.82519,             0.00018385,             0.00018385,             0.00018385
                     78,                0.90321,                0.56332,                0.79085,                0.81873,                  0.862,                0.88569,                0.63933,                0.97472,                0.72747,                0.82555,             0.00017679,             0.00017679,             0.00017679
                     79,                0.88297,                0.56463,                0.79149,                0.80437,                0.87169,                 0.8904,                0.64304,                0.97115,                0.72821,                0.82485,             0.00016972,             0.00016972,             0.00016972
                     80,                0.90068,                0.56804,                0.78773,                0.78823,                  0.879,                0.88968,                0.64621,                0.96427,                0.72642,                0.82516,             0.00016265,             0.00016265,             0.00016265
                     81,                0.87475,                0.54632,                0.78623,                0.79621,                0.87516,                0.89318,                0.64763,                0.96289,                0.73029,                0.82545,             0.00015558,             0.00015558,             0.00015558
                     82,                0.88022,                 0.5447,                0.78757,                0.79268,                 0.8832,                0.89053,                0.64408,                0.96333,                0.72339,                0.82607,             0.00014851,             0.00014851,             0.00014851
                     83,                0.86619,                0.53871,                0.78604,                0.81051,                0.86832,                0.88938,                0.64833,                0.96062,                0.72477,                0.82413,             0.00014144,             0.00014144,             0.00014144
                     84,                0.84995,                0.53204,                0.78624,                0.82284,                  0.865,                0.89052,                 0.6478,                0.96171,                 0.7142,                0.82531,             0.00013437,             0.00013437,             0.00013437
                     85,                0.86189,                0.52206,                0.78724,                0.83949,                  0.839,                0.88745,                 0.6482,                0.96737,                0.72336,                 0.8256,             0.00012731,             0.00012731,             0.00012731
                     86,                 0.8323,                0.52387,                0.78654,                0.80741,                0.86364,                0.88316,                0.63898,                0.97108,                0.71891,                0.82497,             0.00012024,             0.00012024,             0.00012024
                     87,                0.85014,                0.52118,                0.78546,                0.81853,                0.87051,                 0.8892,                0.64295,                0.97626,                0.71913,                0.82497,             0.00011317,             0.00011317,             0.00011317
                     88,                0.83999,                 0.5036,                0.78785,                0.79331,                0.89045,                0.89167,                0.65238,                0.96119,                0.70848,                0.82521,              0.0001061,              0.0001061,              0.0001061
                     89,                0.81914,                0.51453,                0.78169,                0.82637,                  0.855,                0.88912,                0.64824,                0.95794,                0.71383,                0.82462,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     90,                0.85885,                0.50587,                0.79092,                0.82196,                0.86796,                0.89121,                0.64835,                0.96914,                0.71578,                0.82478,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     91,                0.81179,                0.49727,                 0.7876,                0.82538,                0.86027,                0.88752,                0.64681,                 0.9736,                0.70797,                0.82476,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     92,                0.79491,                0.48869,                0.79023,                0.82197,                  0.861,                0.88464,                0.64575,                0.96143,                0.71509,                0.82483,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     93,                0.78112,                 0.4779,                 0.7866,                0.83571,                  0.841,                0.88782,                0.64631,                0.96451,                0.71692,                0.82532,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     94,                0.76748,                0.46857,                0.78548,                0.81942,                  0.855,                0.88964,                0.64313,                0.97492,                0.72434,                0.82657,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     95,                0.75606,                0.45562,                0.78132,                0.81192,                  0.875,                  0.889,                0.64669,                0.97196,                0.72648,                0.82621,              5.662e-05,              5.662e-05,              5.662e-05
                     96,                0.76717,                 0.4666,                0.78422,                 0.8114,                0.87335,                0.89086,                0.64939,                 0.9678,                0.73005,                0.82606,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     97,                0.75319,                0.45526,                0.78512,                0.82913,                0.85405,                0.89275,                0.65124,                0.96071,                0.72236,                  0.825,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     98,                0.74021,                0.43875,                0.78685,                0.83879,                0.84812,                0.89328,                0.64933,                0.96933,                0.72329,                 0.8257,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     99,                0.74054,                0.43078,                0.77827,                  0.823,                  0.867,                0.89386,                0.64631,                0.97128,                0.72862,                 0.8259,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    100,                0.73225,                0.43808,                0.78142,                0.81829,                  0.866,                0.89146,                0.64892,                0.96962,                0.72325,                0.82581,             2.1277e-05,             2.1277e-05,             2.1277e-05
