                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     63,                  1e-05,                  0.955,                      1,                0.09299,             0.00028282,             0.00028282,             0.00028282
                     64,                  1e-05,                0.95333,                      1,                0.09308,             0.00027575,             0.00027575,             0.00027575
                     65,                  1e-05,                  0.955,                      1,                0.09299,             0.00026868,             0.00026868,             0.00026868
                     66,                  1e-05,                  0.955,                      1,                0.09301,             0.00026161,             0.00026161,             0.00026161
                     67,                  1e-05,                  0.955,                      1,                0.09297,             0.00025454,             0.00025454,             0.00025454
                     68,                  1e-05,                0.95833,                      1,                0.09287,             0.00024747,             0.00024747,             0.00024747
                     69,                  1e-05,                0.95833,                      1,                0.09291,              0.0002404,              0.0002404,              0.0002404
                     70,                  1e-05,                0.95667,                      1,                0.09294,             0.00023334,             0.00023334,             0.00023334
                     71,                  1e-05,                  0.955,                      1,                0.09302,             0.00022627,             0.00022627,             0.00022627
                     72,                  1e-05,                0.95833,                      1,                0.09291,              0.0002192,              0.0002192,              0.0002192
                     73,                  1e-05,                0.95833,                      1,                 0.0929,             0.00021213,             0.00021213,             0.00021213
                     74,                  1e-05,                  0.955,                      1,                0.09298,             0.00020506,             0.00020506,             0.00020506
                     75,                  1e-05,                  0.955,                      1,                0.09295,             0.00019799,             0.00019799,             0.00019799
